Species,Days,Control,Iguana,Tortoise
Acrocomia_crispa,138,14.29,0,0
Acrocomia_crispa,139,14.29,14.29,0
Acrocomia_crispa,140,14.29,14.29,0
Acrocomia_crispa,141,14.29,14.29,0
Acrocomia_crispa,142,14.29,14.29,0
Acrocomia_crispa,143,14.29,14.29,0
Acrocomia_crispa,144,14.29,14.29,0
Acrocomia_crispa,145,14.29,14.29,0
Acrocomia_crispa,146,14.29,14.29,0
Acrocomia_crispa,147,14.29,14.29,0
Acrocomia_crispa,148,14.29,14.29,0
Acrocomia_crispa,149,14.29,14.29,0
Acrocomia_crispa,150,14.29,14.29,0
Acrocomia_crispa,151,14.29,14.29,0
Acrocomia_crispa,152,14.29,14.29,0
Acrocomia_crispa,153,14.29,14.29,0
Acrocomia_crispa,154,14.29,14.29,0
Acrocomia_crispa,155,14.29,14.29,0
Acrocomia_crispa,156,14.29,14.29,0
Acrocomia_crispa,157,14.29,14.29,0
Acrocomia_crispa,158,14.29,28.57,0
Catesbae_spinosa,1,0,0,0
Catesbae_spinosa,2,0,0,0
Catesbae_spinosa,3,0,0,0
Catesbae_spinosa,4,0,0,0
Catesbae_spinosa,5,0,0,0
Catesbae_spinosa,6,0,0,0
Catesbae_spinosa,7,0,0,0
Catesbae_spinosa,8,0,0,0
Catesbae_spinosa,9,0,0,0
Catesbae_spinosa,10,0,0,0
Catesbae_spinosa,11,0,0,0
Catesbae_spinosa,12,0,0,0
Catesbae_spinosa,13,0,0,0
Catesbae_spinosa,14,0,0,0
Catesbae_spinosa,15,0,0,0
Catesbae_spinosa,16,0,0,0
Catesbae_spinosa,17,0,0,0
Catesbae_spinosa,18,0,0,0
Catesbae_spinosa,19,0,0,0
Catesbae_spinosa,20,0,0,0
Catesbae_spinosa,21,0,0,20
Catesbae_spinosa,22,0,0,20
Catesbae_spinosa,23,0,0,20
Catesbae_spinosa,24,0,0,20
Catesbae_spinosa,25,35.71,77.78,30
Catesbae_spinosa,26,50,100,60
Catesbae_spinosa,27,57.14,100,70
Catesbae_spinosa,28,57.14,100,70
Catesbae_spinosa,29,57.14,100,80
Catesbae_spinosa,30,57.14,100,80
Catesbae_spinosa,31,57.14,100,90
Catesbae_spinosa,32,57.14,100,90
Catesbae_spinosa,33,57.14,100,100
Chrysobalanus_icaco,1,0,0,0
Chrysobalanus_icaco,2,0,0,0
Chrysobalanus_icaco,3,0,0,0
Chrysobalanus_icaco,4,0,0,0
Chrysobalanus_icaco,5,0,0,0
Chrysobalanus_icaco,6,0,0,0
Chrysobalanus_icaco,7,0,0,0
Chrysobalanus_icaco,8,0,0,0
Chrysobalanus_icaco,9,0,0,0
Chrysobalanus_icaco,10,0,0,0
Chrysobalanus_icaco,11,0,0,0
Chrysobalanus_icaco,12,0,0,0
Chrysobalanus_icaco,13,0,0,0
Chrysobalanus_icaco,14,0,0,0
Chrysobalanus_icaco,15,0,0,0
Chrysobalanus_icaco,16,0,0,0
Chrysobalanus_icaco,17,0,0,0
Chrysobalanus_icaco,18,0,0,0
Chrysobalanus_icaco,19,0,0,0
Chrysobalanus_icaco,20,0,0,0
Chrysobalanus_icaco,21,0,0,0
Chrysobalanus_icaco,22,0,0,0
Chrysobalanus_icaco,23,0,0,0
Chrysobalanus_icaco,24,0,0,0
Chrysobalanus_icaco,25,0,0,0
Chrysobalanus_icaco,26,0,0,0
Chrysobalanus_icaco,27,0,0,0
Chrysobalanus_icaco,28,0,0,0
Chrysobalanus_icaco,29,0,0,0
Chrysobalanus_icaco,30,0,0,0
Chrysobalanus_icaco,31,0,0,0
Chrysobalanus_icaco,32,0,0,0
Chrysobalanus_icaco,33,0,0,0
Chrysobalanus_icaco,34,0,0,0
Chrysobalanus_icaco,35,0,0,0
Chrysobalanus_icaco,36,0,0,0
Chrysobalanus_icaco,37,0,0,0
Chrysobalanus_icaco,38,0,0,0
Chrysobalanus_icaco,39,0,0,0
Chrysobalanus_icaco,40,0,0,0
Chrysobalanus_icaco,41,0,0,11.11
Chrysobalanus_icaco,42,0,0,11.11
Chrysobalanus_icaco,43,0,0,11.11
Chrysobalanus_icaco,44,0,0,11.11
Chrysobalanus_icaco,45,0,0,11.11
Chrysobalanus_icaco,46,0,0,11.11
Chrysobalanus_icaco,47,0,0,11.11
Chrysobalanus_icaco,48,0,0,11.11
Chrysobalanus_icaco,49,0,0,11.11
Chrysobalanus_icaco,50,0,0,11.11
Chrysobalanus_icaco,51,0,0,33.33
Chrysobalanus_icaco,52,0,0,33.33
Chrysobalanus_icaco,53,0,0,33.33
Chrysobalanus_icaco,54,0,0,33.33
Chrysobalanus_icaco,55,0,0,33.33
Chrysobalanus_icaco,56,0,0,33.33
Chrysobalanus_icaco,57,0,0,33.33
Chrysobalanus_icaco,58,0,0,33.33
Chrysobalanus_icaco,59,0,0,33.33
Chrysobalanus_icaco,60,0,0,33.33
Chrysobalanus_icaco,61,0,0,33.33
Chrysobalanus_icaco,62,0,0,33.33
Chrysobalanus_icaco,63,0,0,33.33
Chrysobalanus_icaco,64,0,0,33.33
Chrysobalanus_icaco,65,0,0,44.44
Chrysobalanus_icaco,66,0,0,44.44
Chrysobalanus_icaco,67,0,0,44.44
Chrysobalanus_icaco,68,0,0,44.44
Chrysobalanus_icaco,69,0,0,44.44
Chrysobalanus_icaco,70,0,0,44.44
Chrysobalanus_icaco,71,0,0,44.44
Chrysobalanus_icaco,72,0,0,44.44
Chrysobalanus_icaco,73,0,0,44.44
Chrysobalanus_icaco,74,0,0,44.44
Chrysobalanus_icaco,75,0,0,44.44
Chrysobalanus_icaco,76,0,0,44.44
Chrysobalanus_icaco,77,0,0,44.44
Chrysobalanus_icaco,78,0,0,44.44
Chrysobalanus_icaco,79,0,0,44.44
Chrysobalanus_icaco,80,0,0,44.44
Chrysobalanus_icaco,81,0,8.33,44.44
Chrysobalanus_icaco,82,0,16.67,44.44
Chrysobalanus_icaco,83,0,16.67,44.44
Chrysobalanus_icaco,84,0,16.67,55.56
Chrysobalanus_icaco,85,38.46,41.67,55.56
Chrysobalanus_icaco,86,38.46,41.67,55.56
Chrysobalanus_icaco,87,38.46,41.67,55.56
Chrysobalanus_icaco,88,38.46,41.67,55.56
Chrysobalanus_icaco,89,38.46,41.67,55.56
Chrysobalanus_icaco,90,46.15,41.67,55.56
Chrysobalanus_icaco,91,46.15,41.67,55.56
Chrysobalanus_icaco,92,46.15,58.33,55.56
Chrysobalanus_icaco,93,46.15,58.33,55.56
Chrysobalanus_icaco,94,46.15,58.33,55.56
Chrysobalanus_icaco,95,46.15,58.33,55.56
Chrysobalanus_icaco,96,46.15,58.33,55.56
Chrysobalanus_icaco,97,46.15,58.33,55.56
Chrysobalanus_icaco,98,46.15,58.33,55.56
Chrysobalanus_icaco,99,46.15,58.33,55.56
Chrysobalanus_icaco,100,46.15,58.33,55.56
Chrysobalanus_icaco,101,46.15,58.33,55.56
Chrysobalanus_icaco,102,46.15,58.33,55.56
Chrysobalanus_icaco,103,46.15,58.33,55.56
Chrysobalanus_icaco,104,46.15,58.33,55.56
Chrysobalanus_icaco,105,46.15,58.33,55.56
Chrysobalanus_icaco,106,46.15,58.33,55.56
Chrysobalanus_icaco,107,46.15,58.33,55.56
Chrysobalanus_icaco,108,46.15,58.33,55.56
Chrysobalanus_icaco,109,46.15,58.33,55.56
Chrysobalanus_icaco,110,46.15,58.33,55.56
Chrysobalanus_icaco,111,61.54,58.33,55.56
Chrysobalanus_icaco,112,61.54,58.33,55.56
Chrysobalanus_icaco,113,61.54,58.33,55.56
Chrysobalanus_icaco,114,61.54,58.33,55.56
Chrysobalanus_icaco,115,61.54,58.33,55.56
Chrysobalanus_icaco,116,61.54,58.33,55.56
Chrysobalanus_icaco,117,69.23,58.33,55.56
Chrysobalanus_icaco,118,69.23,66.67,55.56
Chrysobalanus_icaco,119,69.23,66.67,55.56
Chrysobalanus_icaco,120,69.23,66.67,55.56
Chrysobalanus_icaco,121,69.23,66.67,55.56
Chrysobalanus_icaco,122,69.23,66.67,55.56
Chrysobalanus_icaco,123,69.23,66.67,55.56
Chrysobalanus_icaco,124,69.23,66.67,55.56
Chrysobalanus_icaco,125,69.23,66.67,55.56
Chrysobalanus_icaco,126,69.23,66.67,55.56
Chrysobalanus_icaco,127,69.23,66.67,55.56
Chrysobalanus_icaco,128,69.23,66.67,55.56
Chrysobalanus_icaco,129,69.23,66.67,55.56
Chrysobalanus_icaco,130,69.23,66.67,55.56
Chrysobalanus_icaco,131,69.23,66.67,55.56
Chrysobalanus_icaco,132,69.23,75,55.56
Chrysobalanus_icaco,133,69.23,75,55.56
Chrysobalanus_icaco,134,69.23,75,55.56
Chrysobalanus_icaco,135,69.23,75,55.56
Chrysobalanus_icaco,136,69.23,75,55.56
Chrysobalanus_icaco,137,69.23,75,55.56
Chrysobalanus_icaco,138,69.23,75,55.56
Chrysobalanus_icaco,139,69.23,83.33,55.56
Chrysobalanus_icaco,140,69.23,83.33,55.56
Chrysobalanus_icaco,141,69.23,83.33,55.56
Chrysobalanus_icaco,142,69.23,83.33,55.56
Chrysobalanus_icaco,143,69.23,83.33,55.56
Chrysobalanus_icaco,144,69.23,83.33,55.56
Chrysobalanus_icaco,145,69.23,83.33,55.56
Chrysobalanus_icaco,146,69.23,83.33,55.56
Chrysobalanus_icaco,147,69.23,83.33,55.56
Chrysobalanus_icaco,148,69.23,83.33,55.56
Chrysobalanus_icaco,149,69.23,83.33,55.56
Chrysobalanus_icaco,150,69.23,83.33,55.56
Chrysobalanus_icaco,151,69.23,83.33,55.56
Chrysobalanus_icaco,152,69.23,83.33,55.56
Chrysobalanus_icaco,153,69.23,83.33,55.56
Chrysobalanus_icaco,154,69.23,83.33,55.56
Chrysobalanus_icaco,155,69.23,83.33,55.56
Chrysobalanus_icaco,156,69.23,83.33,55.56
Chrysobalanus_icaco,157,69.23,83.33,55.56
Chrysobalanus_icaco,158,69.23,83.33,55.56
Chrysobalanus_icaco,159,69.23,83.33,55.56
Chrysobalanus_icaco,160,69.23,83.33,55.56
Chrysobalanus_icaco,161,69.23,83.33,55.56
Chrysobalanus_icaco,162,69.23,83.33,55.56
Chrysobalanus_icaco,163,69.23,83.33,55.56
Chrysobalanus_icaco,164,69.23,83.33,55.56
Chrysobalanus_icaco,165,76.92,83.33,55.56
Cocoloba_uvifera,1,0,0,0
Cocoloba_uvifera,2,0,0,0
Cocoloba_uvifera,3,0,0,0
Cocoloba_uvifera,4,0,0,0
Cocoloba_uvifera,5,0,0,0
Cocoloba_uvifera,6,0,0,0
Cocoloba_uvifera,7,0,0,0
Cocoloba_uvifera,8,0,0,0
Cocoloba_uvifera,9,0,0,0
Cocoloba_uvifera,10,0,0,0
Cocoloba_uvifera,11,0,0,0
Cocoloba_uvifera,12,0,0,0
Cocoloba_uvifera,13,0,0,0
Cocoloba_uvifera,14,0,0,0
Cocoloba_uvifera,15,0,0,0
Cocoloba_uvifera,16,0,0,30
Cocoloba_uvifera,17,0,18.75,30
Cocoloba_uvifera,18,0,18.75,50
Cocoloba_uvifera,19,0,18.75,60
Cocoloba_uvifera,20,0,31.25,60
Cocoloba_uvifera,21,0,43.75,70
Cocoloba_uvifera,22,0,43.75,70
Cocoloba_uvifera,23,0,56.25,80
Cocoloba_uvifera,24,0,56.25,80
Cocoloba_uvifera,25,0,56.25,80
Cocoloba_uvifera,26,0,56.25,90
Cocoloba_uvifera,27,0,62.5,90
Cocoloba_uvifera,28,16.67,62.5,90
Cocoloba_uvifera,29,16.67,62.5,90
Cocoloba_uvifera,30,33.33,62.5,90
Cocoloba_uvifera,31,33.33,68.75,90
Cocoloba_uvifera,32,33.33,68.75,90
Cocoloba_uvifera,33,33.33,68.75,90
Cocoloba_uvifera,34,33.33,75,100
Cocoloba_uvifera,35,33.33,81.25,100
Cocoloba_uvifera,36,33.33,81.25,100
Cocoloba_uvifera,37,33.33,87.5,100
Cocoloba_uvifera,38,33.33,87.5,100
Cocoloba_uvifera,39,33.33,87.5,100
Cocoloba_uvifera,40,50,87.5,100
Cocoloba_uvifera,41,50,87.5,100
Cocoloba_uvifera,42,50,87.5,100
Cocoloba_uvifera,43,50,87.5,100
Cocoloba_uvifera,44,50,87.5,100
Cocoloba_uvifera,45,66.67,93.75,100
Cocoloba_uvifera,46,66.67,93.75,100
Cocoloba_uvifera,47,66.67,93.75,100
Cocoloba_uvifera,48,66.67,93.75,100
Cocoloba_uvifera,49,83.33,93.75,100
Cocoloba_uvifera,50,83.33,93.75,100
Cocoloba_uvifera,51,83.33,93.75,100
Cocoloba_uvifera,52,83.33,93.75,100
Cocoloba_uvifera,53,83.33,93.75,100
Cocoloba_uvifera,54,83.33,93.75,100
Cocoloba_uvifera,55,83.33,93.75,100
Cocoloba_uvifera,56,83.33,93.75,100
Cocoloba_uvifera,57,83.33,93.75,100
Cocoloba_uvifera,58,83.33,93.75,100
Cocoloba_uvifera,59,83.33,93.75,100
Cocoloba_uvifera,60,83.33,93.75,100
Cocoloba_uvifera,61,83.33,93.75,100
Cocoloba_uvifera,62,83.33,93.75,100
Cocoloba_uvifera,63,83.33,93.75,100
Cocoloba_uvifera,64,83.33,93.75,100
Cocoloba_uvifera,65,83.33,93.75,100
Cocoloba_uvifera,66,83.33,93.75,100
Cocoloba_uvifera,67,83.33,93.75,100
Cocoloba_uvifera,68,83.33,93.75,100
Cocoloba_uvifera,69,83.33,93.75,100
Cocoloba_uvifera,70,83.33,100,100
Cordia_sebestena,1,0,0,0
Cordia_sebestena,2,0,0,0
Cordia_sebestena,3,0,0,0
Cordia_sebestena,4,0,0,0
Cordia_sebestena,5,0,0,0
Cordia_sebestena,6,0,0,0
Cordia_sebestena,7,0,0,0
Cordia_sebestena,8,0,0,0
Cordia_sebestena,9,0,0,0
Cordia_sebestena,10,0,0,0
Cordia_sebestena,11,0,0,0
Cordia_sebestena,12,0,0,0
Cordia_sebestena,13,0,0,0
Cordia_sebestena,14,0,0,0
Cordia_sebestena,15,0,0,0
Cordia_sebestena,16,0,0,0
Cordia_sebestena,17,0,0,0
Cordia_sebestena,18,0,0,0
Cordia_sebestena,19,0,0,0
Cordia_sebestena,20,0,0,0
Cordia_sebestena,21,0,0,0
Cordia_sebestena,22,0,0,0
Cordia_sebestena,23,0,0,0
Cordia_sebestena,24,0,0,0
Cordia_sebestena,25,0,0,0
Cordia_sebestena,26,0,0,0
Cordia_sebestena,27,0,25,0
Cordia_sebestena,28,0,25,0
Cordia_sebestena,29,0,25,0
Cordia_sebestena,30,0,25,0
Cordia_sebestena,31,0,25,0
Cordia_sebestena,32,0,25,0
Cordia_sebestena,33,0,25,0
Cordia_sebestena,34,0,25,0
Cordia_sebestena,35,0,25,0
Cordia_sebestena,36,0,25,0
Cordia_sebestena,37,0,25,0
Cordia_sebestena,38,0,25,0
Cordia_sebestena,39,0,25,0
Cordia_sebestena,40,0,25,0
Cordia_sebestena,41,0,25,0
Cordia_sebestena,42,0,25,0
Cordia_sebestena,43,0,25,0
Cordia_sebestena,44,0,25,0
Cordia_sebestena,45,0,25,0
Cordia_sebestena,46,0,25,0
Cordia_sebestena,47,0,25,0
Cordia_sebestena,48,0,25,0
Cordia_sebestena,49,0,25,0
Cordia_sebestena,50,0,25,0
Cordia_sebestena,51,0,25,0
Cordia_sebestena,52,0,25,0
Cordia_sebestena,53,0,25,0
Cordia_sebestena,54,0,25,0
Cordia_sebestena,55,0,25,0
Cordia_sebestena,56,0,25,0
Cordia_sebestena,57,0,25,0
Cordia_sebestena,58,0,25,0
Cordia_sebestena,59,0,25,0
Cordia_sebestena,60,0,25,0
Cordia_sebestena,61,0,25,0
Cordia_sebestena,62,0,25,0
Cordia_sebestena,63,0,25,0
Cordia_sebestena,64,0,25,0
Cordia_sebestena,65,0,25,0
Cordia_sebestena,66,0,25,0
Cordia_sebestena,67,0,50,0
Cordia_sebestena,68,0,50,0
Cordia_sebestena,69,0,100,0
Cordia_sebestena,70,0,100,0
Cordia_sebestena,71,0,100,0
Cordia_sebestena,72,0,100,0
Cordia_sebestena,73,0,100,0
Cordia_sebestena,74,0,100,0
Cordia_sebestena,75,0,100,0
Cordia_sebestena,76,0,100,0
Cordia_sebestena,77,0,100,0
Cordia_sebestena,78,0,100,0
Cordia_sebestena,79,0,100,0
Cordia_sebestena,80,0,100,0
Cordia_sebestena,81,37.5,100,0
Cordia_sebestena,82,50,100,0
Cordia_sebestena,83,50,100,0
Cordia_sebestena,84,50,100,0
Cordia_sebestena,85,50,100,0
Cordia_sebestena,86,50,100,0
Cordia_sebestena,87,50,100,0
Cordia_sebestena,88,50,100,0
Cordia_sebestena,89,50,100,0
Cordia_sebestena,90,50,100,0
Cordia_sebestena,91,50,100,0
Cordia_sebestena,92,50,100,0
Cordia_sebestena,93,50,100,0
Cordia_sebestena,94,50,100,0
Cordia_sebestena,95,50,100,0
Cordia_sebestena,96,62.5,100,0
Cordia_sebestena,97,62.5,100,0
Cordia_sebestena,98,62.5,100,0
Cordia_sebestena,99,62.5,100,0
Cordia_sebestena,100,62.5,100,0
Cordia_sebestena,101,62.5,100,0
Cordia_sebestena,102,62.5,100,0
Cordia_sebestena,103,62.5,100,0
Cordia_sebestena,104,62.5,100,0
Cordia_sebestena,105,62.5,100,0
Cordia_sebestena,106,75,100,0
Cordia_sebestena,107,75,100,0
Cordia_sebestena,108,87.5,100,0
Cordia_sebestena,109,87.5,100,0
Cordia_sebestena,110,87.5,100,0
Cordia_sebestena,111,87.5,100,0
Cordia_sebestena,112,87.5,100,0
Cordia_sebestena,113,87.5,100,0
Cordia_sebestena,114,87.5,100,0
Cordia_sebestena,115,87.5,100,0
Cordia_sebestena,116,87.5,100,0
Cordia_sebestena,117,87.5,100,0
Cordia_sebestena,118,87.5,100,0
Cordia_sebestena,119,87.5,100,0
Cordia_sebestena,120,87.5,100,0
Cordia_sebestena,121,87.5,100,0
Cordia_sebestena,122,87.5,100,0
Cordia_sebestena,123,87.5,100,0
Cordia_sebestena,124,87.5,100,0
Cordia_sebestena,125,87.5,100,0
Cordia_sebestena,126,87.5,100,0
Cordia_sebestena,127,87.5,100,0
Cordia_sebestena,128,87.5,100,0
Cordia_sebestena,129,87.5,100,0
Cordia_sebestena,130,87.5,100,0
Cordia_sebestena,131,87.5,100,0
Cordia_sebestena,132,87.5,100,0
Cordia_sebestena,133,87.5,100,0
Cordia_sebestena,134,87.5,100,0
Cordia_sebestena,135,87.5,100,0
Cordia_sebestena,136,87.5,100,0
Cordia_sebestena,137,87.5,100,0
Cordia_sebestena,138,87.5,100,0
Cordia_sebestena,139,87.5,100,0
Cordia_sebestena,140,87.5,100,0
Cordia_sebestena,141,87.5,100,0
Cordia_sebestena,142,87.5,100,0
Cordia_sebestena,143,87.5,100,0
Cordia_sebestena,144,87.5,100,0
Cordia_sebestena,145,87.5,100,0
Cordia_sebestena,146,87.5,100,0
Cordia_sebestena,147,87.5,100,0
Cordia_sebestena,148,87.5,100,0
Cordia_sebestena,149,87.5,100,0
Cordia_sebestena,150,87.5,100,0
Cordia_sebestena,151,87.5,100,0
Cordia_sebestena,152,87.5,100,0
Cordia_sebestena,153,87.5,100,0
Cordia_sebestena,154,87.5,100,0
Cordia_sebestena,155,87.5,100,0
Cordia_sebestena,156,87.5,100,0
Cordia_sebestena,157,87.5,100,0
Cordia_sebestena,158,87.5,100,0
Cordia_sebestena,159,87.5,100,0
Cordia_sebestena,160,87.5,100,0
Cordia_sebestena,161,100,100,0
Pseudophoenix_vinifera,1,0,0,0
Pseudophoenix_vinifera,2,0,0,0
Pseudophoenix_vinifera,3,0,0,0
Pseudophoenix_vinifera,4,0,0,0
Pseudophoenix_vinifera,5,0,0,0
Pseudophoenix_vinifera,6,0,0,0
Pseudophoenix_vinifera,7,0,0,0
Pseudophoenix_vinifera,8,0,0,0
Pseudophoenix_vinifera,9,0,0,0
Pseudophoenix_vinifera,10,0,0,0
Pseudophoenix_vinifera,11,0,0,0
Pseudophoenix_vinifera,12,0,0,0
Pseudophoenix_vinifera,13,0,0,0
Pseudophoenix_vinifera,14,0,0,0
Pseudophoenix_vinifera,15,0,0,0
Pseudophoenix_vinifera,16,0,0,0
Pseudophoenix_vinifera,17,0,0,0
Pseudophoenix_vinifera,18,0,0,0
Pseudophoenix_vinifera,19,0,0,0
Pseudophoenix_vinifera,20,0,0,0
Pseudophoenix_vinifera,21,0,0,0
Pseudophoenix_vinifera,22,0,0,0
Pseudophoenix_vinifera,23,0,0,0
Pseudophoenix_vinifera,24,0,0,0
Pseudophoenix_vinifera,25,0,0,0
Pseudophoenix_vinifera,26,0,0,0
Pseudophoenix_vinifera,27,0,0,0
Pseudophoenix_vinifera,28,0,0,0
Pseudophoenix_vinifera,29,0,0,0
Pseudophoenix_vinifera,30,0,0,0
Pseudophoenix_vinifera,31,0,0,0
Pseudophoenix_vinifera,32,0,0,0
Pseudophoenix_vinifera,33,0,0,0
Pseudophoenix_vinifera,34,0,0,0
Pseudophoenix_vinifera,35,0,0,0
Pseudophoenix_vinifera,36,0,0,0
Pseudophoenix_vinifera,37,0,0,0
Pseudophoenix_vinifera,38,0,0,0
Pseudophoenix_vinifera,39,0,0,0
Pseudophoenix_vinifera,40,0,0,0
Pseudophoenix_vinifera,41,0,0,0
Pseudophoenix_vinifera,42,0,0,0
Pseudophoenix_vinifera,43,0,0,0
Pseudophoenix_vinifera,44,0,0,0
Pseudophoenix_vinifera,45,0,0,0
Pseudophoenix_vinifera,46,0,0,0
Pseudophoenix_vinifera,47,0,0,0
Pseudophoenix_vinifera,48,0,0,0
Pseudophoenix_vinifera,49,0,0,0
Pseudophoenix_vinifera,50,0,0,0
Pseudophoenix_vinifera,51,0,0,0
Pseudophoenix_vinifera,52,0,0,0
Pseudophoenix_vinifera,53,0,0,0
Pseudophoenix_vinifera,54,0,0,0
Pseudophoenix_vinifera,55,0,0,0
Pseudophoenix_vinifera,56,0,0,0
Pseudophoenix_vinifera,57,0,0,0
Pseudophoenix_vinifera,58,0,0,0
Pseudophoenix_vinifera,59,0,0,0
Pseudophoenix_vinifera,60,0,0,0
Pseudophoenix_vinifera,61,0,0,0
Pseudophoenix_vinifera,62,0,0,0
Pseudophoenix_vinifera,63,0,0,0
Pseudophoenix_vinifera,64,0,0,0
